996,160
1003,154
1009,161
1022,168
1030,170
1040,171
1048,175
1070,169
1087,172
1103,171
1128,169
1145,169
1169,171
1191,176
1207,183
1226,194
1245,205
1262,218
1279,232
1296,248
1313,263
1331,279
1344,296
1354,310
1372,330
1390,348
1410,366
1424,381
1441,397
1457,414
1473,430
1490,449
1506,464
1519,479
1534,496
1547,513
1561,531
1574,549
1591,567
1598,580
1612,594
1628,607
1639,623
1640,645
1633,650
1628,669
1622,685
1616,702
1613,722
1605,747
1600,763
1592,787
1583,804
1570,826
1559,846
1548,862
1535,879
1521,895
1507,909
1491,927
1474,935
1456,938
1445,934
1428,925
1411,922
1395,920
1371,915
1350,908
1329,902
1308,895
1286,886
1266,877
1244,870
1228,862
1206,852
1184,841
1164,835
1142,825
1125,820
1098,813
1076,807
1049,800
1030,793
1015,793
996,789
974,788
946,793
922,801
898,806
872,814
857,819
831,829
810,835
791,842
770,848
747,856
734,859
708,868
692,870
678,872
658,875
642,878
627,880
602,882
589,884
569,886
538,892
516,895
502,894
482,895
466,897
446,903
425,903
408,906
376,908
348,920
345,922
314,949
320,941
266,962
288,942
275,932
269,954
265,959
269,934
269,940
292,942
281,949
288,945
275,950
290,948
286,949
282,948
269,953
279,947
278,949
270,958
264,962
269,966
287,950
289,949
260,963
260,964
274,959
265,965
270,961
282,953
271,957
269,963
284,959
279,959
280,962
283,960
271,966
276,965
278,965
280,964
282,958
290,952
278,942
273,936
266,927
260,899
259,874
275,856
280,848
291,827
305,796
316,771
322,754
330,731
336,713
344,693
352,671
356,660
365,644
371,629
385,605
400,583
413,562
427,543
439,524
451,506
464,489
478,469
490,452
501,435
514,415
526,397
538,376
553,354
566,333
579,314
590,296
601,276
609,258
620,240
626,226
633,210
641,191
644,174
651,164
661,159
678,163
692,166
709,166
722,163
738,160
754,158
771,158
793,158
815,160
830,163
851,170
870,175
889,183
911,194
929,204
953,222
970,235
986,246
1009,263
1029,276
1051,290
1075,302
1099,316
1126,329
1144,337
1170,348
1191,356
1212,364
1229,370
1248,375
1275,378
1290,381
1315,381
1336,383
1360,383
1382,384
1404,384
1425,384
1441,384
1458,382
1476,381
1493,380
1510,380
1527,381
1543,383
1568,383
1575,385
1592,388
1611,392
1626,396
1640,409
1641,415
1640,426
1640,438
1643,455
1647,474
1647,491
1645,513
1643,538
1642,555
1639,574
1636,595
1636,614
1637,638
1638,659
1641,684
1645,708
1648,725
1652,753
1655,775
1658,796
1661,821
1662,846
1662,871
1662,894
1659,908
1653,920
1649,909
1638,903
1638,911
1629,914
1624,921
1623,931
1631,931
1635,932
1630,919
1627,913
1630,916
1648,933
1655,945
1651,943
1655,938
1651,936
1658,946
1655,940
1659,942
1648,940
1649,939
1661,945
1649,943
1636,936
1650,941
1655,943
1652,936
1655,941
1645,927
1651,924
1647,937
1645,935
1649,942
1650,930
1648,930
1651,937
1656,939
1653,930
1656,934
1660,934
1650,932
1648,929
1650,929
1648,934
1653,931
1642,927
1662,941
1658,940
1658,941
1641,921
1658,944
1663,937
1661,948
1652,926
1662,940
1653,937
1654,939
1648,927
1646,927
1654,938
1657,941
1657,940
1659,941
1680,950
1666,940
1659,940
1647,924
1656,925
1661,928
1666,938
1666,937
1663,914
1659,913
1664,921
1661,923
1664,939
1647,918
1641,917
1642,925
1649,938
1648,931
1657,934
1651,933
1653,938
1654,935
1653,939
1649,939
1643,935
1648,931
1649,930
1642,925
1648,921
1653,926
1657,921
1661,919
1664,920
1683,941
1682,930
1672,933
1662,935
1656,941
1645,950
1634,957
1618,956
1605,947
1591,934
1585,924
1576,915
1563,906
1550,896
1536,879
1524,864
1511,844
1500,829
1488,810
1477,792
1468,769
1459,747
1448,724
1438,701
1430,681
1423,663
1413,644
1404,625
1398,606
1390,587
1383,568
1376,549
1368,530
1364,515
1356,497
1347,479
1337,461
1328,442
1316,423
1302,404
1290,385
1276,366
1261,346
1250,331
1236,319
1223,311
1207,299
1196,291
1180,281
1163,271
1145,262
1126,248
1111,240
1097,233
1078,220
1063,209
1045,195
1029,180
1015,170
1003,164
986,154
970,147
953,138
936,133
916,130
901,127
886,124
863,125
847,126
826,129
801,134
783,139
760,148
742,155
720,168
702,178
683,193
667,206
648,225
638,231
620,249
608,263
594,277
578,294
563,310
544,328
531,344
517,362
500,380
485,404
473,419
460,440
447,458
437,478
427,497
417,521
411,542
404,562
400,579
399,603
397,628
396,650
398,676
397,697
398,723
402,747
407,772
407,787
414,807
420,824
432,845
450,869
457,880
474,901
489,915
507,932
514,937
522,935
530,933
537,932
557,932
574,929
599,930
618,927
637,925
653,921
676,917
691,914
708,910
721,907
750,892
771,883
792,874
812,867
828,857
845,848
864,839
888,827
903,819
927,805
948,794
962,787
986,777
1012,769
1030,767
1056,762
1088,757
1107,753
1127,751
1144,751
1168,746
1189,743
1215,740
1241,737
1262,735
1283,733
1307,733
1335,733
1358,734
1380,735
1403,736
1421,736
1445,738
1465,739
1488,738
1510,736
1526,735
1551,735
1572,735
1586,733
1603,733
1613,733
1633,736
1620,740
1619,748
1614,757
1608,766
1603,780
1598,794
1595,813
1592,826
1588,847
1580,866
1571,886
1564,902
1560,925
1559,935
1563,930
1573,928
1580,918
1586,917
1591,917
1596,922
1614,937
1621,941
1630,941
1633,943
1653,947
1661,952
1648,956
1665,953
1651,945
1653,938
1646,932
1651,929
1649,934
1645,928
1651,921
1664,934
1666,924
1663,921
1670,934
1685,932
1688,937
1670,940
1662,934
1649,928
1632,924
1615,921
1601,918
1590,917
1573,915
1553,912
1534,907
1514,900
1494,893
1470,884
1447,875
1428,866
1407,862
1382,859
1359,859
1338,858
1315,861
1296,863
1279,865
1257,870
1241,873
1224,876
1207,880
1188,884
1167,886
1158,887
1139,888
1114,885
1096,882
1078,880
1056,876
1045,873
1022,865
1005,858
983,846
965,836
950,826
931,811
915,797
901,783
888,774
875,763
861,753
846,740
832,727
811,710
796,696
778,683
762,668
747,651
734,635
720,617
706,597
699,584
685,569
675,558
662,540
652,524
642,509
631,490
624,477
611,457
605,442
598,425
588,408
580,394
570,375
561,361
545,338
538,323
530,311
517,292
505,277
493,257
476,236
471,218
462,202
451,186
445,172
444,170
445,159
447,152
457,157
463,162
472,155
479,150
495,139
510,138
525,141
546,138
566,137
582,138
605,143
623,149
645,160
664,171
676,180
696,197
714,217
729,234
743,251
762,274
777,295
792,318
805,341
818,361
828,383
837,405
845,426
852,444
860,465
866,480
869,498
872,519
874,538
883,579
888,595
899,626
900,636
905,652
909,673
912,689
916,705
921,730
926,751
934,772
940,793
949,813
962,835
978,858
991,876
1003,895
1024,914
1048,937
1055,940
1070,943
1076,936
1083,938
1096,934
1114,920
1132,907
1148,894
1160,882
1179,863
1192,848
1208,829
1221,811
1236,791
1250,769
1262,752
1277,729
1293,708
1308,689
1318,676
1332,659
1346,643
1361,625
1375,611
1387,594
1398,581
1410,564
1423,543
1431,527
1440,505
1445,485
1450,467
1454,445
1456,423
1453,398
1448,372
1442,349
1434,330
1423,311
1410,291
1399,274
1390,257
1379,242
1368,225
1356,212
1343,195
1332,182
1320,166
1310,153
1301,146
1300,148
1290,149
1285,153
1278,154
1267,151
1256,145
1249,142
1236,138
1223,133
1205,132
1192,140
1182,147
1171,152
1155,162
1139,174
1124,188
1110,204
1097,225
1084,246
1073,268
1062,298
1052,324
1042,349
1036,366
1028,386
1023,402
1011,404
1000,398
989,382
985,372
974,363
962,357
941,346
925,334
910,321
898,304
884,286
873,270
862,251
851,231
842,218
830,197
822,182
812,168
801,153
783,142
780,152
771,153
762,155
753,157
741,160
726,159
710,162
701,164
682,170
668,173
653,178
639,184
621,194
602,201
585,208
569,216
547,230
529,240
508,251
491,261
476,271
459,279
446,287
429,297
411,307
388,318
371,329
346,342
314,361
301,366
295,372
301,380
301,391
302,398
314,405
316,416
319,431
318,441
321,471
321,483
326,516
333,540
340,567
342,587
349,612
357,636
360,652
365,674
376,696
384,720
397,744
406,759
417,778
433,802
449,824
457,839
472,859
484,877
494,888
509,905
527,919
544,930
566,942
589,952
602,957
620,964
636,971
656,969
675,969
676,965
696,963
718,954
737,950
763,940
787,935
804,929
821,925
844,919
873,913
897,903
912,900
933,895
960,889
984,884
1008,879
1028,875
1048,873
1079,870
1105,868
1134,865
1161,860
1187,856
1216,852
1239,849
1262,845
1292,841
1318,838
1343,835
1369,831
1394,828
1415,826
1438,824
1460,820
1479,817
1499,814
1530,812
1551,809
1573,810
1589,809
1611,808
1626,809
1634,812
1636,810
1641,800
1636,798
1634,793
1630,789
1638,774
1641,765
1648,741
1654,725
1660,709
1664,689
1668,671
1674,651
1678,633
1680,611
1677,583
1676,569
1669,548
1663,529
1656,504
1650,489
1648,474
1643,453
1637,429
1634,413
1631,392
1629,372
1628,354
1627,339
1624,320
1622,296
1619,276
1620,254
1621,231
1626,202
1629,181
1632,156
1635,136
1642,145
1649,147
1631,148
1623,143
1616,137
1607,138
1596,142
1586,149
1574,153
1568,154
1550,159
1530,165
1513,171
1496,179
1478,190
1460,201
1443,211
1421,225
1402,237
1383,250
1365,263
1350,275
1334,290
1319,306
1303,324
1288,343
1272,362
1258,381
1244,397
1233,412
1221,429
1207,448
1194,467
1179,488
1166,506
1157,519
1144,538
1129,560
1117,574
1104,593
1083,620
1070,636
1059,648
1045,667
1033,685
1022,703
1012,719
1002,743
995,765
991,781
984,799
978,822
975,841
968,871
963,898
956,923
955,918
950,907
948,895
942,889
934,885
922,887
906,888
895,889
869,883
849,872
832,861
816,849
800,835
786,821
774,806
762,789
753,775
742,753
732,740
722,721
710,704
699,688
693,672
681,650
671,632
659,609
647,594
634,576
619,558
606,543
585,524
576,510
562,494
551,482
538,468
523,454
513,443
501,427
491,412
482,398
475,382
470,368
465,354
461,337
454,318
451,304
445,286
441,265
437,247
436,224
433,203
434,184
434,169
434,160
431,162
439,179
437,167
440,170
443,161
449,162
451,161
452,160
445,148
441,154
438,151
434,147
422,142
421,145
409,140
406,137
397,132
382,133
376,139
367,145
353,152
342,159
329,172
317,184
303,200
292,213
284,227
274,243
266,258
260,273
253,290
250,305
251,324
252,342
250,364
253,381
258,401
258,415
261,434
268,465
281,488
293,512
308,542
323,566
330,581
345,599
362,623
374,640
387,659
403,676
418,693
433,708
451,724
467,740
486,756
502,768
521,784
540,798
558,811
579,825
601,836
621,848
645,859
667,871
689,879
707,886
727,896
746,903
768,911
788,920
808,925
833,934
856,944
878,951
896,951
905,949
927,945
943,940
958,933
976,925
995,911
1014,902
1035,884
1053,869
1066,862
1080,847
1098,825
1116,804
1133,787
1150,770
1165,752
1178,739
1193,722
1210,701
1223,687
1239,670
1256,651
1269,636
1283,620
1297,605
1314,588
1330,575
1347,561
1357,546
1372,530
1385,517
1399,500
1410,485
1420,469
1432,451
1443,434
1454,419
1464,404
1475,387
1483,370
1492,350
1499,337
1508,315
1516,288
1521,267
1527,246
1530,221
1531,196
1531,174
1529,154
1521,136
1517,137
1514,145
1509,156
1498,158
1486,162
1470,167
1454,167
1439,164
1423,163
1405,165
1390,166
1372,167
1352,171
1333,174
1314,179
1294,184
1274,189
1252,193
1232,196
1219,201
1192,207
1169,212
1149,218
1128,225
1102,233
1079,241
1055,251
1034,262
1010,278
990,290
976,298
956,313
942,325
922,342
907,359
892,375
877,389
860,408
841,428
826,442
805,460
784,480
766,499
750,518
735,538
723,559
710,580
698,598
687,616
677,640
671,653
660,679
653,701
648,723
638,742
634,762
627,793
625,817
623,841
621,869
619,890
618,912
611,918
615,931
612,916
620,914
619,901
635,892
647,883
653,880
678,854
689,842
704,824
716,810
726,800
741,784
749,776
761,764
782,748
800,736
820,727
841,720
853,717
870,713
894,708
915,702
945,698
970,697
992,692
1016,688
1032,685
1056,677
1079,668
1101,659
1124,645
1143,633
1163,615
1179,596
1194,579
1206,560
1217,542
1225,522
1233,502
1240,481
1247,461
1251,440
1256,422
1261,407
1265,385
1269,365
1272,348
1275,331
1276,313
1278,295
1279,277
1280,260
1280,239
1281,219
1281,198
1283,180
1283,161
1282,147
1285,147
1297,155
1312,163
1327,168
1346,175
1356,179
1373,183
1394,186
1412,190
1432,197
1453,205
1469,215
1487,227
1505,241
1521,255
1536,269
1555,286
1568,299
1584,318
1599,339
1607,352
1617,372
1628,393
1637,413
1641,429
1647,454
1649,468
1653,503
1644,524
1637,539
1630,558
1626,578
1618,592
1610,616
1600,635
1589,650
1575,669
1562,686
1549,702
1533,716
1514,733
1495,751
1478,764
1459,779
1441,793
1422,804
1405,813
1384,824
1367,831
1350,838
1329,851
1312,858
1297,866
1280,875
1261,881
1242,888
1229,892
1208,901
1190,908
1175,912
1153,922
1131,933
1109,939
1089,939
1068,939
1051,938
1034,939
1012,938
989,936
979,935
963,933
943,929
921,923
904,918
878,909
854,900
835,892
814,881
798,872
776,863
758,852
743,845
718,832
697,822
677,812
654,801
641,793
625,786
608,780
587,778
569,773
546,773
516,773
497,773
482,775
459,775
438,781
419,787
397,795
373,798
358,806
351,812
327,827
308,835
296,842
279,853
282,870
288,884
294,891
301,905
309,917
313,927
320,938
323,930
334,923
345,923
358,922
374,925
396,931
421,937
444,937
457,942
478,940
490,942
516,950
534,948
568,941
592,937
613,935
638,929
667,926
681,920
696,912
719,906
740,904
767,900
787,898
806,897
828,898
851,903
873,910
894,915
914,920
929,927
951,939
971,945
984,934
991,926
1005,920
1030,915
1045,912
1070,902
1087,894
1106,883
1130,870
1152,859
1170,851
1186,840
1206,829
1226,818
1240,811
1266,794
1285,784
1306,771
1328,757
1346,745
1365,728
1383,714
1400,702
1418,690
1434,679
1451,666
1467,653
1484,641
1498,630
1513,621
1527,609
1546,593
1567,577
1583,563
1597,553
1613,543
1621,540
1640,514
1635,506
1624,499
1614,497
1607,484
1602,472
1596,457
1590,439
1586,419
1580,399
